Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
09/12/17,2017,Kilmarnock,Partick,2.2,3.25,3.29,5,1,H,0,3,1,8,0,3,0,25,0,1,1,4,0,1,0,25
09/12/17,2017,Hearts,Motherwell,2.1,3.25,3.6,1,0,H,0,0,2,2,0,0,14,57,1,2,5,8,1,1,14,57
09/12/17,2017,Hamilton,St Johnstone,2.54,3.25,2.75,0,1,A,0,0,3,3,0,0,12,38,1,2,2,3,0,0,12,38
08/12/17,2017,Dundee,Aberdeen,4.33,3.75,1.75,0,1,A,1,1,3,4,0,1,38,25,1,1,5,6,1,1,38,25
03/12/17,2017,Aberdeen,Rangers,2.75,3.29,2.5,1,2,A,1,2,2,6,0,2,57,14,2,1,7,3,2,0,57,14
02/12/17,2017,St Johnstone,Kilmarnock,2.1,3.29,3.5,1,2,A,0,2,0,7,0,2,43,29,1,0,3,2,0,0,43,29
02/12/17,2017,Ross County,Dundee,2.25,3.39,3.1,0,2,A,2,1,5,4,0,0,25,12,0,3,2,5,0,0,25,12
02/12/17,2017,Partick,Hibernian,5.0,3.75,1.66,0,1,A,2,1,3,3,0,1,29,29,2,0,5,1,1,0,29,29
02/12/17,2017,Hearts,Hamilton,1.7,3.5,5.25,1,1,D,0,1,2,3,0,0,17,50,2,1,6,3,2,0,17,50
02/12/17,2017,Celtic,Motherwell,1.14,8.5,13.0,5,1,H,1,0,4,3,0,0,50,50,2,1,5,3,1,0,50,50
29/11/17,2017,Rangers,Aberdeen,1.95,3.6,3.6,3,0,H,1,1,4,3,1,1,29,29,2,0,6,3,1,0,29,29
29/11/17,2017,Motherwell,Celtic,11.0,5.75,1.25,1,1,D,1,2,3,2,1,0,57,0,3,0,8,0,2,0,57,0
26/11/17,2017,Kilmarnock,Aberdeen,4.33,3.39,1.85,1,3,A,0,2,1,6,0,2,0,29,2,0,4,2,0,0,0,29
25/11/17,2017,Hearts,Ross County,1.9,3.5,4.0,0,0,D,0,2,3,6,0,1,20,40,1,1,3,2,1,0,20,40
25/11/17,2017,Hamilton,Hibernian,5.25,3.75,1.64,1,1,D,0,1,3,4,0,0,14,29,2,0,6,2,1,0,14,29
24/11/17,2017,Dundee,Rangers,7.0,4.33,1.44,2,1,H,0,2,1,4,0,1,29,29,3,0,10,2,3,0,29,29
19/11/17,2017,Hearts,Partick,1.8,3.5,4.5,1,1,D,1,2,3,5,0,1,25,25,0,2,0,6,0,2,25,25
18/11/17,2017,Ross County,Celtic,13.0,6.5,1.19,0,1,A,2,1,6,5,0,0,29,14,3,0,9,0,3,0,29,14
18/11/17,2017,Rangers,Hamilton,1.3,5.25,9.0,0,2,A,1,1,4,3,1,1,33,33,1,2,5,5,1,0,33,33
18/11/17,2017,Hibernian,St Johnstone,1.57,3.79,6.0,1,2,A,2,1,3,2,0,0,50,17,0,3,0,5,0,1,50,17
18/11/17,2017,Dundee,Kilmarnock,2.39,3.2,2.89,0,0,D,1,2,3,5,0,1,33,17,1,0,4,3,0,0,33,17
18/11/17,2017,Aberdeen,Motherwell,1.72,3.75,4.5,0,2,A,2,1,5,4,1,1,67,17,2,1,5,4,0,0,67,17
05/11/17,2017,Hearts,Kilmarnock,1.75,4.0,4.09,1,2,A,1,1,2,3,0,1,33,33,1,0,4,2,1,0,33,33
