Date,Season,Home Team,Away Team,1,X,2,HG,AG,Result,HW,HL,HGF,HGA,HGDW,HGDL,HW%,HD%,AW,AL,AGF,AGA,AGDW,AGDL,AW%,AD%
04/03/2023,2022,Feyenoord,Groningen,1.2,7.0,13.0,1.0,0.0,H,2,0,6,3,1,0,64,36,0,3,3,12,0,2,64,36
04/03/2023,2022,Volendam,FC Emmen,2.6,3.5,2.63,3.0,1.0,H,2,0,6,3,1,0,36,9,0,2,2,6,0,2,36,9
03/03/2023,2022,Vitesse,AZ Alkmaar,3.2,3.4,2.25,0.0,1.0,A,1,1,5,4,1,0,18,36,1,1,6,4,1,0,18,36
03/03/2023,2022,Utrecht,For Sittard,1.57,4.2,5.75,1.0,2.0,A,2,0,4,2,0,0,45,36,2,1,4,4,0,1,45,36
26/02/2023,2022,PSV Eindhoven,Twente,1.65,4.0,5.25,3.0,1.0,H,3,0,9,0,2,0,82,9,0,1,3,5,0,1,82,9
26/02/2023,2022,Vitesse,Ajax,5.5,4.75,1.5,1.0,2.0,A,1,0,4,2,1,0,20,40,2,0,10,2,2,0,20,40
26/02/2023,2022,FC Emmen,Go Ahead Eagles,2.38,3.2,3.2,2.0,2.0,D,1,1,3,3,0,0,18,64,0,3,2,7,0,2,18,64
26/02/2023,2022,For Sittard,Feyenoord,6.5,4.75,1.44,2.0,4.0,A,1,0,4,2,1,0,27,27,2,0,6,2,1,0,27,27
25/02/2023,2022,Nijmegen,Volendam,1.57,4.0,5.75,3.0,0.0,H,1,0,4,2,1,0,18,73,0,2,1,6,0,2,18,73
25/02/2023,2022,AZ Alkmaar,Cambuur,1.25,5.5,12.0,2.0,1.0,H,2,0,13,6,2,0,50,40,1,0,1,0,0,0,50,40
25/02/2023,2022,Heerenveen,Waalwijk,1.91,3.5,4.0,1.0,4.0,A,1,2,5,6,1,1,36,18,0,1,1,3,0,1,36,18
25/02/2023,2022,Groningen,Excelsior,1.85,3.8,4.0,3.0,0.0,H,0,1,2,3,0,0,18,27,0,3,0,7,0,1,18,27
24/02/2023,2022,Sparta Rotterdam,Utrecht,2.63,3.4,2.6,0.0,3.0,A,2,0,3,1,0,0,64,18,0,2,5,9,0,2,64,18
